十碼章,醫院名稱,行政區,地址,連絡電話,座標緯度,座標經度
3502084445,善美診所,64000080,高雄市苓雅區中華四路120號,(07)3336030,22.61469,120.301785
3502084472,黃武雄診所,64000080,高雄市苓雅區建國一路286號,(07)7275889,22.633082,120.326285
3502090041,謝麗煌小兒科內科診所,64000090,高雄市前鎮區瑞崗里隆興街151號,(07)7716485,22.605815,120.327817
3502090096,邱仲禮診所,64000090,高雄市前鎮區鎮榮街45號,(07)8211363,22.590439,120.311622
3502090167,施外科診所,64000090,高雄市前鎮區瑞東里瑞隆路363號,(07)7114423,22.60536,120.33124
3502090309,聖青診所,64000090,高雄市前鎮區明禮里草衙一路112號,(07)8310970,22.584226,120.32223
3502090470,瑞隆診所,64000090,高雄市前鎮區瑞東里瑞隆路373號,(07)7512099,22.60535,120.331052
3502090514,林正宗診所,64000090,高雄市前鎮區興東里一心一路404號,(07)3303615,22.609581,120.314973
3502090569,親親診所,64000090,高雄市前鎮區興東里一心一路402號,(07)3391078,22.60951,120.315164
3502090621,陳文宏診所,64000090,高雄市前鎮區瑞隆里瑞隆路319號,(07)7131516,22.605458,120.332297
3502090685,博聖診所,64000090,高雄市前鎮區鎮北里擴建一路59號,(07)8218252,22.591319,120.306597
3502090694,吳泰成耳鼻喉科診所,64000090,高雄市前鎮區林森三路150號,(07)3361136,22.613571,120.308862
3502090836,張朝金家庭醫學科外科診所,64000090,高雄市前鎮區瑞豐里瑞隆路631號,(07)7119401,22.604802,120.325308
3502091039,劉志明耳鼻喉科診所,64000090,高雄市前鎮區一心一路482號,(07)3363311,22.609912,120.314236
3502091235,龔國祥內科診所,64000090,高雄市前鎮區盛豐里復興三路301號,(07)5351123,22.612066,120.310987
3502091271,楊榮超診所,64000090,高雄市前鎮區西甲里一心二路133號,(07)3382616,22.612089,120.308336
3502091324,林慶端診所,64000090,高雄市前鎮區竹中里和平二路293號,(07)7616392,22.615284,120.322384
3502097175,永興診所,64000090,高雄市前鎮區鎮興路222號,(07)8157006,22.593013,120.311705
3502097237,陳方明診所,64000090,高雄市前鎮區西山里一心二路59號,(07)5374381,22.611336,120.310085
3502097755,永祥診所,64000090,高雄市前鎮區永豐路110號,(07)7515678,22.606544,120.333681
3502097835,昭哲診所,64000090,高雄市前鎮區永豐路214號,(07)7136366,22.608738,120.333427
3502097997,上晴診所,64000090,高雄市前鎮區瑞北路88號,(07)7249449,22.609247,120.33357
3502098010,吉泰內科診所,64000090,高雄市前鎮區瑞隆里保泰路419號,(07)7616000,22.60407,120.335837
3502098092,慶大診所,64000090,高雄市前鎮區中華五路993號2樓,(07)5366226,22.602597,120.305875
3502098109,美和診所,64000090,高雄市前鎮區鎮昌里翠亨北路577號,(07)8123381,22.592287,120.312972
3502098163,蕭基昌耳鼻喉科診所,64000090,高雄市前鎮區瑞昌里永豐路91號,(07)7510098,22.60601,120.333255
3502098172,慧安診所,64000090,高雄市前鎮區瑞興里瑞和街100號,(07)7223889,22.607014,120.330151
3502098190,宏恩診所,64000090,高雄市前鎮區忠純里正勤路71號,(07)5370666,22.602873,120.305389
3502100079,白鋒釗診所,64000100,高雄市旗津區中洲三路99-1號,(07)5718239,22.597753,120.280374
3502100097,徐誌忠診所,64000100,高雄市旗津區中洲三路775號,(07)5710063,22.61192,120.269795
3502101101,賴顯忠診所,64000100,高雄市旗津區商港街14巷92弄18號,(07)5718773,22.576063,120.295068
3502110146,羅錦泉診所,64000110,高雄市小港區平和路105號,(07)8314168,22.565559,120.333158
3502110324,大林蒲診所,64000110,高雄市小港區鳳林路113-1號,(07)8714668,22.526787,120.345932
3502110440,蔡聰慶診所,64000110,高雄市小港區孔鳳路239號,(07)7914257,22.581189,120.363801
3502110593,明義診所,64000110,高雄市小港區孔鳳路542號,(07)7916959,22.582145,120.358821
3502110637,施晉南診所,64000110,高雄市小港區平治街1號,(07)8021622,22.567621,120.358186
3502110646,洪清中兒科診所,64000110,高雄市小港區二苓里二苓路192號,(07)8063773,22.5654173,120.3468677
3502111929,柯芳蓉黃麗瑛小兒科診所,64000110,高雄市小港區漢民路716號,(07)8053077,22.567603,120.362306
3502111938,季仁診所,64000110,高雄市小港區宏平路497號,(07)8013712,22.569638,120.355031
3502111956,蔡坤霖小兒科診所,64000110,高雄市小港區二苓里二苓路148號,(07)8030816,22.5653739,120.3478971
3502112060,鳳林診所,64000110,高雄市小港區鳳林路93-1號,(07)8720822,22.526359,120.3442003
3502112079,小林診所,64000110,高雄市小港區鳳林路67號,(07)8711285,22.525842,120.346815
3502112140,明港診所,64000110,高雄市小港區華山路137號,(07)8055116,22.566447,120.36739
3507010025,大欣診所,64000120,高雄市鳳山區文化路25號1樓,(07)7993009,22.633281,120.357799
3507010114,文山診所,64000120,高雄市鳳山區建國路三段157號,(07)7107010,22.636672,120.353672
3507010150,文德診所,64000120,高雄市鳳山區文衡路295號1F,(07)7805189,22.640157,120.353815
3507010178,孟昌小兒科診所,64000120,高雄市鳳山區海洋二路39號1樓,(07)7650908,22.610568,120.346513
3507010249,吳萍建小兒科診所,64000120,高雄市鳳山區瑞明街90巷8號1樓,(07)7191180,22.6276,120.371591
3507010285,吳文誌診所,64000120,高雄市鳳山區鳳林路258號,(07)7820958,22.622178,120.376986
3507010310,建億診所,64000120,高雄市鳳山區文濱路7號1-2樓,(07)7809119,22.638324,120.348148
3507010454,文山長慶診所,64000120,高雄市鳳山區文龍東路738號,(07)7774098,22.64282,120.353965
3507010472,詠馨診所,64000120,高雄市鳳山區五福一路2、6號,(07)8119789,22.591818,120.326784
3507010481,黃柏仁診所,64000120,高雄市鳳山區文豐街36巷3號1樓,(07)7132835,22.596789,120.335949
3507010516,杏康診所,64000120,高雄市鳳山區文化路47-1號,(07)7407580,22.633537,120.356341
3507010525,鴻仁健康診所,64000120,高雄市鳳山區青年路二段148號1-2樓,(07)7408333,22.635656,120.350513
3507010570,鳳山健安診所,64000120,高雄市鳳山區青年路二段358-1號1-2樓,(07)7677002,22.641595,120.351415
3507010614,佑安耳鼻喉科診所,64000120,高雄市鳳山區中山東路164號,(07)7030333,22.625725,120.374918
3507010632,聖恩診所,64000120,高雄市鳳山區五甲二路395、397號1樓,(07)7613111,22.597559,120.335452
3507010650,高丹榕診所,64000120,高雄市鳳山區光復路二段223號1樓,(07)7475556,22.629275,120.344788
3507010669,博新診所,64000120,高雄市鳳山區博愛路19、21號1樓,(07)7019595,22.626315,120.374399
3507010696,德安診所,64000120,高雄市鳳山區瑞興路416號,(07)7022957,22.631003,120.36971
3507010703,牛伯伯兒科診所,64000120,高雄市鳳山區建國路三段338號,(07)7808123,22.638167,120.350096
3507020049,永順診所,64000190,高雄市岡山區岡山路72號1-2樓,(07)6243376,22.787434,120.29686
3507030018,大元診所,64000300,高雄市旗山區大同街13-1號,(07)6612100,22.883458,120.4819841
3507030036,大政診所,64000300,高雄市旗山區延平一路337號,(07)6622588,22.892398,120.483648
3507030072,嘉惠診所,64000300,高雄市旗山區大同街42號,(07)6621900,22.88329,120.484803
3507050065,聯美診所,64000130,高雄市林園區林園北路344號,(07)6433512,22.511488,120.394952
3507060043,大鋐診所,64000140,高雄市大寮區中庄里鳳屏一路472號,(07)7038188,22.636114,120.392853
3507060052,詠新耳鼻喉科診所,64000140,高雄市大寮區鳳屏一路690號一樓,(07)7032000,22.638205,120.397164
3507080045,揚善診所,64000170,高雄市仁武區仁樂街178號,(07)3758419,22.703641,120.3472
3507080063,仁武好心診所,64000170,高雄市仁武區中正路301號1樓,(07)3719895,22.702844,120.35307
3507080090,仁雄診所,64000170,高雄市仁武區仁和里仁雄路15-1號,(07)3741298,22.680719,120.353236
3507080161,大林診所,64000170,高雄市仁武區仁雄路9號,(07)3718528,22.681291,120.354875
3507090050,微恩診所,64000160,高雄市大社區中山路195號,(07)3530781,22.732152,120.347034
3507100015,豐穎診所,64000180,高雄市鳥松區中正路355-2號,(07)7316336,22.662932,120.363326
3507110020,張民傑診所,64000200,高雄市橋頭區新興路95號,(07)6118991,22.758658,120.307377
3507140028,阿蓮康健診所,64000230,高雄市阿蓮區中正路383號,(07)6317288,22.880538,120.33298
3507150051,路竹內科診所,64000240,高雄市路竹區國昌路136號,(07)6076111,22.85475,120.256863
3507200038,嘉田診所,64000290,高雄市梓官區進學路124號,(07)6107738,22.760468,120.263373
3507240014,林重慶診所,64000350,高雄市內門區觀亭里中正路160巷50號,(07)6671883,22.923167,120.453838
3507290283,南加大耳鼻喉科診所,64000020,高雄市鼓山區明華路303號,(07)5525711,22.663334,120.30035
3507290318,朱光興診所,64000020,高雄市鼓山區文信路256號,(07)5227188,22.664737,120.299177
3507290336,為好診所,64000020,高雄市鼓山區鼓山區九如四路957號2樓,(07)5217466,22.6535754,120.2751215
3507300097,彌馨診所,64000030,高雄市左營區至聖路288號,(07)5586080,22.659789,120.304354
3507300186,賴孟德診所,64000030,高雄市左營區孟子路608號,(07)3439801,22.677985,120.303923
3507300604,詠康診所,64000030,高雄市左營區後昌路603號1樓,(07)3637880,22.707727,120.299482
3507300748,宗禾診所,64000030,高雄市左營區博愛四路80號,(07)3500980,22.681765,120.311294
3507300784,中心小兒科診所,64000030,高雄市左營區新庄仔路179-6號,(07)3488226,22.670332,120.30405
3507300908,文愛診所,64000030,高雄市左營區重愛路303號,(07)3430123,22.686491,120.314109
3507310146,安馨楠梓內科診所,64000040,高雄市楠梓區楠都東街209號,(07)3553866,22.726626,120.326841
3507310182,家恩診所,64000040,高雄市楠梓區旗楠路883-8號1樓,(07)3551133,22.741502,120.338018
3507310208,慕恩診所,64000040,高雄市楠梓區高楠公路1762號,(07)3638188,22.72852,120.321627
3507310217,杏美診所,64000040,高雄市楠梓區德祥路149號1樓,(07)3645599,22.726587,120.309347
3507310253,小王子小兒科診所,64000040,高雄市楠梓區土庫一路190號,(07)3530119,22.736498,120.3292
3507310271,楊宗憲診所,64000040,高雄市楠梓區德賢路165號,(07)3663511,22.726559,120.306581
3507310280,何慈育診所,64000040,高雄市楠梓區德民路1003-3號,(07)3012355,22.71915,120.286616
3507310324,弘達診所,64000040,高雄市楠梓區德賢路573號,(07)3655995,22.72517,120.299886
3507310342,建霖診所,64000040,高雄市楠梓區鳳楠路248號,(07)3523006,22.726124,120.329623
3507310351,季建華耳鼻喉科診所,64000040,高雄市楠梓區加昌618號,(07)3663331,22.7155196,120.2958837
3507320035,柳雱邁診所,64000050,高雄市三民區大順二路96號,(07)3895640,22.641955,120.327285
3507320044,捷祺家庭兒科診所,64000050,高雄市三民區裕誠路125號,(07)3503666,22.663695,120.312908
3507320080,郭建宏小兒科診所,64000050,高雄市三民區義華路394號1樓,(07)3982606,22.643732,120.333274
3507320133,愛彼高榮育仁診所,64000050,高雄市三民區九如一路896號,(07)3891080,22.640306,120.3153053
3507320142,林正?小兒科診所,64000050,高雄市三民區覺民路647號,(07)3806183,22.641046,120.3279
3507320231,崇田耳鼻喉科診所,64000050,高雄市三民區建工路302號,(07)3899900,22.653659,120.331613
3507320277,鼎山診所,64000050,高雄市三民區鼎山街598號,(07)3824296,22.650762,120.316942
3507320375,真善美診所,64000050,高雄市三民區覺民路69號,(07)3945929,22.638707,120.343303
3507320526,鼎真診所,64000050,高雄市三民區金鼎路325號,(07)3103130,22.664783,120.32017
3507320562,祐笙診所,64000050,高雄市三民區鼎中路396號,(07)3105978,22.666794,120.319806
3507320642,樂田耳鼻喉科診所,64000050,高雄市三民區熱河一街365號,(07)3115999,22.643607,120.3036909
3507320688,曾柏彰診所,64000050,高雄市三民區鼎力路339號1樓,(07)3103216,22.669347,120.324554
3507320811,建心診所,64000050,高雄市三民區裕誠路108號,(07)3593343,22.663993,120.312845
3507320955,國安診所,64000050,高雄市三民區建興路193號,(07)3865379,22.643712,120.325846
3507330031,光晴診所,64000060,高雄市新興區開封路31號,(07)2260591,22.628341,120.311267
3507330228,張正國診所,64000060,高雄市新興區忠孝一路19號,(07)2216730,22.622362,120.307016
3507330291,馬敘強診所,64000060,高雄市新興區林森一路37-1號,(07)2817220,22.623906,120.305021
3507340199,大郭診所,64000070,高雄市前金區自強二路69號,(07)2412233,22.624056,120.295622
3507350024,立佳診所,64000080,高雄市苓雅區輔仁路149號,(07)7710966,22.630221,120.333015
3507350060,宇安診所,64000080,高雄市苓雅區四維二路94-18號,(07)7511779,22.622714,120.319622
3507350097,邱康程內科診所,64000080,高雄市苓雅區建國一路336號,(07)2231118,22.632931,120.324657
3507350211,新鴻遠診所,64000080,高雄市苓雅區建國一路113-2號1樓,(07)7229860,22.631323,120.33324
3507350275,信基骨科門診,64000080,高雄市苓雅區林森二路11-3號,(07)3383886,22.616532,120.307858
3507360039,大家診所,64000090,高雄市前鎮區明正里草衙二路430號,(07)8117772,22.57929,120.322684
3507360066,祥全診所,64000090,高雄市前鎮區盛豐里一心二路86號,(07)3340393,22.611534,120.310407
3507360182,佑鎮診所,64000090,高雄市前鎮區平等里樹人路128號,(07)8121606,22.588885,120.319849
3507360271,前鎮長青診所,64000090,高雄市前鎮區竹南里凱旋三路83號,(07)7225270,22.606842,120.324713
3507360351,全家診所,64000090,高雄市前鎮區竹北里二聖一路92號,(07)7273688,22.612251,120.324264
3507360397,大鈞診所,64000090,高雄市前鎮區草衙二路430號,(07)8117772,22.579295,120.3205119
3507360413,南隆小兒科診所,64000090,高雄市前鎮區盛興里林森三路146號,(07)3385678,22.613485,120.308807
3507370026,重康診所,64000100,高雄市旗津區通山路31號,(07)5719288,22.612837,120.268777
3507370035,晴美旗后診所,64000100,高雄市旗津區旗津三路962巷2號,(07)5710522,22.607534,120.270472
3507380031,桂陽診所,64000110,高雄市小港區桂陽路310號,(07)7917770,22.582112,120.352314
3507380068,長慶小兒科診所,64000110,高雄市小港區漢民路413號,(07)8068170,22.56701,120.357745
3507380111,孔鳳診所,64000110,高雄市小港區孔鳳路571號,(07)7910311,22.584076,120.3564339
3542010054,王梗楠診所,64000120,高雄市鳳山區光遠路82號,(07)7460334,22.624088,120.366202
3542010287,國仁內科小兒科診所,64000120,高雄市鳳山區中山西路2-3號,(07)7461855,22.5960569,120.32535
3542010723,國民小兒科診所,64000120,高雄市鳳山區中正路37號,(07)7427925,22.625259,120.359214
3542011211,台安診所,64000120,高雄市鳳山區雙慈街26號,(07)7410268,22.625003,120.35708
3542011293,楊寶麟小兒科診所,64000120,高雄市鳳山區南京路312號,(07)7639092,22.615262,120.345901
3542011328,鳳德診所,64000120,高雄市鳳山區南京路153-21號,(07)7663893,22.609881,120.345281
3542011382,凱旋診所,64000120,高雄市鳳山區凱旋路261號,(07)7637639,22.613218,120.349155
3542011471,林錦浩耳鼻喉科診所,64000120,高雄市鳳山區新興里光遠路260號,(07)7419880,22.625619,120.362128
3542011506,韓台基診所,64000120,高雄市鳳山區新富路333號,(07)7662525,22.613261,120.344944
3542011551,文衡診所,64000120,高雄市鳳山區文衡路344號,(07)7768185,22.640205,120.355006
3542011800,鳳山全民診所,64000120,高雄市鳳山區博愛路328號,(07)7037038,22.630827,120.368622
3542011828,趙大夫診所,64000120,高雄市鳳山區瑞竹路97號,(07)7104010,22.626363,120.367477
3542011864,何鴻鈞診所,64000120,高雄市鳳山區林森路324號,(07)7716819,22.596792,120.338004
3542011935,唯均耳鼻喉科,64000120,高雄市鳳山區海洋二路139號,(07)7638199,22.6128,120.348331
3542012076,黃大沅小兒科診所,64000120,高雄市鳳山區青年路二段468號,(07)7679299,22.644126,120.351512
3542012307,澄明診所,64000120,高雄市鳳山區國富路28號,(07)7633595,22.615562,120.349899
3542012334,陳俊宏小兒科診所,64000120,高雄市鳳山區五甲一路85號,(07)7450066,22.620633,120.356955
3542012352,李威德診所,64000120,高雄市鳳山區五甲三路48號,(07)8227676,22.592924,120.327309
3542012469,林誓揚診所,64000120,高雄市鳳山區經武路18號,(07)7482228,22.626181,120.362213
3542013519,明倫家醫科診所,64000120,高雄市鳳山區凱旋路365號,(07)7631703,22.615368,120.346115
3542013840,祐幼小兒科診所,64000120,高雄市鳳山區文德里文衡路377號1F,(07)7769977,22.6405587,120.3491579
3542013859,嘉美診所,64000120,高雄市鳳山區中山路79號,(07)7413668,22.621406,120.360134
3542013886,黃榮隆診所,64000120,高雄市鳳山區文衡路460號,(07)7767676,22.640794,120.351451
3542013984,陳柏蒼耳鼻喉科診所,64000120,高雄市鳳山區文衡路480號,(07)7775388,22.641076,120.35029
3542014016,吳外科骨科診所,64000120,高雄市鳳山區中山西路102-9號,(07)7465265,22.627032,120.352544
3542014098,陳重志聯合診所,64000120,高雄市鳳山區光復路一段139號,(07)7427329,22.629114,120.350668
3542014392,新華田內科診所,64000120,高雄市鳳山區曹公路16-4號,(07)7999128,22.628929,120.357278
3542014445,聖光診所,64000120,高雄市鳳山區中山東路159號,(07)7411789,22.6234,120.368049
3542014463,佳醫診所,64000120,高雄市鳳山區五甲二路357號,(07)7219191,22.598019,120.336301
3542014516,芳鄰小兒科,64000120,高雄市鳳山區五甲二路352-1號,(07)7277988,22.599407,120.337431
3542014525,元富診所,64000120,高雄市鳳山區新富路237號,(07)7638666,22.612956,120.33883
3542014623,長新診所,64000120,高雄市鳳山區大東一路137號,(07)7196633,22.621611,120.361038
3542014785,新石津診所,64000120,高雄市鳳山區自強二路112號,(07)7682288,22.5959,120.327626
3542014954,林昭哲診所,64000120,高雄市鳳山區新富路282號1樓,(07)7633399,22.612662,120.341685
3542015068,誠愛診所,64000120,高雄市鳳山區誠愛路1號,(07)7556008,22.608811,120.358804
3542020069,翁仁茂診所,64000190,高雄市岡山區公園西路三段123號,(07)6260039,22.793282,120.284745
3542020130,黃耳鼻喉科診所,64000190,高雄市岡山區岡山路347-1號,(07)6230011,22.7976332,120.2930181
3542020201,盧榮福內兒科診所,64000190,高雄市岡山區仁壽路39號,(07)6261515,22.792624,120.2874758
3542020309,劉志廷家庭醫學科診所,64000190,高雄市岡山區維新路51號,(07)6228617,22.793187,120.294463
3542020345,陳振忠內兒科診所,64000190,高雄市岡山區壽天路37-2號,(07)6213202,22.7964334,120.2911964
3542020363,翁明清婦產科診所,64000190,高雄市岡山區前峰路73號,(07)6262997,22.795735,120.286924
3542020434,王宏育診所,64000190,高雄市岡山區岡山路260號,(07)6228972,22.792539,120.296174
3542020461,得安診所,64000190,高雄市岡山區前峰路41號,(07)6258387,22.7951247,120.2856682
3542020498,鄧明壽診所,64000190,高雄市岡山區壽華路36號,(07)6233316,22.79778,120.293198
3542020532,蔣榮福診所,64000190,高雄市岡山區中山南路452號,(07)6228719,22.790309,120.299558
3542020596,皇明診所,64000190,高雄市岡山區公園西路三段86-1號,(07)6263592,22.7945979,120.2822156
3542020676,黃子育診所,64000190,高雄市岡山區前峰路39號,(07)6270101,22.794697,120.288569
3542020729,振華診所,64000190,高雄市岡山區公園西路二段111號,(07)6268916,22.797515,120.286879
3542020738,吳宗慶診所,64000190,高雄市岡山區中山北路47號,(07)6229868,22.793821,120.298665
3542021986,新博愛診所,64000190,高雄市岡山區大德一路15號,(07)6215799,22.79665,120.29732
3542022054,蘇俊明小兒科診所,64000190,高雄市岡山區平和路200號,(07)6223189,22.79546,120.291948
3542022143,安泰診所,64000190,高雄市岡山區岡山路434號4樓5B,(07)6233500,22.796053,120.295899
3542022205,莊志明診所,64000190,高雄市岡山區柳橋東路15-1號1樓,(07)6298388,22.790752,120.294562
3542022214,楊禮瑜診所,64000190,高雄市岡山區柳橋東路30號,(07)6233598,22.791165,120.29531
3542022223,岡山內科診所,64000190,高雄市岡山區岡山路148號,(07)6213371,22.789367,120.296588
3542022250,陳國俊小兒科診所,64000190,高雄市岡山區岡山路73號,(07)6297200,22.7915943,120.2938866
3542022269,仁康診所,64000190,高雄市岡山區介壽西路173號,(07)6262988,22.784069,120.280358
3542022303,黃仲達診所,64000190,高雄市岡山區柳橋東路9-2號1樓,(07)6297898,22.790766,120.294885
3542030556,仁厚診所,64000300,高雄市旗山區延平一路137號,(07)6613515,22.897643,120.483671
3542031615,鴻源診所,64000300,高雄市旗山區延平一路200號,(07)6628788,22.895998,120.483201
3542031704,信安小兒科診所,64000300,高雄市旗山區延平一路228號之8,(07)6627007,22.894953,120.483169
3542031722,芳民診所,64000300,高雄市旗山區德昌路16號,(07)6622355,22.883229,120.482513
3542031731,王致瑋小兒科診所,64000300,高雄市旗山區新山里延平一路485號1樓,(07)6629922,22.889367,120.483455
3542040123,吳文禮診所,64000310,高雄市美濃區中正路一段41號,(07)6812072,22.900541,120.541867
3542040187,李樹榮診所,64000310,高雄市美濃區中正路一段17號,(07)6812189,22.901529,120.541768
3542050361,黃英豪診所,64000130,高雄市林園區林園北路188號,(07)6412134,22.50769,120.395046
3542051920,長泰診所,64000130,高雄市林園區王公路483號,(07)6452776,22.505515,120.385174
3542052025,聯合王婦產科,64000130,高雄市林園區沿海路三段148號,(07)6425968,22.500114,120.388822
3542052034,建芳診所,64000130,高雄市林園區東林西路28號,(07)6467666,22.503918,120.3949
3542052043,川宏診所,64000130,高雄市林園區鳳林路一段83號1樓,(07)6452520,22.503538,120.397904
3542060125,太樹診所,64000140,高雄市大寮區義和里九和路9號,(07)6518042,22.642602,120.418506
3542060714,親親家庭診所,64000140,高雄市大寮區中庄里鳳屏一路538號,(07)7013483,22.636862,120.394065
3542060830,健聖診所,64000140,高雄市大寮區中興里中正路2號,(07)7861303,22.617297,120.385438
3542060901,郭其靈診所,64000140,高雄市大寮區永芳村鳳林三路541號,(07)7823335,22.607652,120.395164
3542061917,鳳信診所,64000140,高雄市大寮區中庄里鳳屏一路574號,(07)7036751,22.637299,120.394868
3542061944,張文豪診所,64000140,高雄市大寮區山頂里內厝路201號,(07)7816276,22.608054,120.389953
3542061953,張桐榮診所,64000140,高雄市大寮區永芳村鳳林三路573、575號,(07)7825382,22.608325,120.394732
3542062094,大統內兒科診所,64000140,高雄市大寮區鳳林四路56號,(07)7836127,22.615085,120.387907
3542062147,嘉德耳鼻喉科診所,64000140,高雄市大寮區鳳屏一路441、443號,(07)7022626,22.6379943,120.3933781
3542062156,圓明診所,64000140,高雄市大寮區義仁里鳳林一路147號,(07)6433298,22.541789,120.404208
3542062279,幸安診所,64000140,高雄市大寮區永芳里鳳林三路526號,(07)7812855,22.606435,120.395468
3542062307,大承耳鼻喉科診所,64000140,高雄市大寮區鳳屏一路464號,(07)7013668,22.636091,120.39267
3542070167,愛仁診所,64000150,高雄市大樹區久堂路147號,(07)6524197,22.657924,120.41632
3542070210,丰聯診所,64000150,高雄市大樹區建村街87號,(07)6519312,22.6565361,120.4164186
3542071351,大森診所,64000150,高雄市大樹區中興街89號,(07)6527680,22.657109,120.420088
3542080047,劉內兒科診所,64000170,高雄市仁武區仁心路6號.15號,(07)3718727,22.681815,120.355907
3542080083,仁新診所,64000170,高雄市仁武區仁心路56號,(07)3719825,22.682196,120.356761
3542080109,仁里診所,64000170,高雄市仁武區仁樂街202號,(07)3729603,22.703729,120.347802
3542080190,易生診所,64000170,高雄市仁武區中華路306號,(07)3746901,22.70044,120.35291
3542081231,長恩聯合診所,64000170,高雄市仁武區仁忠路83號,(07)3747975,22.677366,120.355785
3542081348,陽光診所,64000170,高雄市仁武區中華路255號,(07)3755500,22.700291,120.351551
3542081464,德應診所,64000170,高雄市仁武區永仁街209號,(07)3728298,22.683495,120.333605
3542090150,富安診所,64000160,高雄市大社區金龍路138號,(07)3528996,22.726886,120.353695
3542090329,王裕郎小兒科診所,64000160,高雄市大社區中山路317號,(07)3550619,22.731781,120.350319
3542100062,劉金龍診所,64000180,高雄市鳥松區學堂路78-5號,(07)7313935,22.658364,120.390332
3542100124,藍偉宏診所,64000180,高雄市鳥松區學堂路105-1號,(07)7338715,22.658334,120.391828
3542101185,聯安診所,64000180,高雄市鳥松區中正路343號,(07)7335076,22.662287,120.363404
3542110326,陳性良診所,64000200,高雄市橋頭區隆豐路220號,(07)6127655,22.753718,120.307144
3542111378,孫琮淵診所,64000200,高雄市橋頭區仕隆里成功南路79號1樓,(07)6130567,22.753911,120.311868
3542111396,正心診所,64000200,高雄市橋頭區隆豐路176號,(07)6128080,22.754451,120.306521
3542120126,簡萬杰診所,64000210,高雄市燕巢區中民路558號,(07)6166674,22.793437,120.363013
3542121345,鳳安診所,64000210,高雄市燕巢區鳳雄里鳳旗路124-2號,(07)6153827,22.754484,120.355635
3542141465,明成親子診所,64000230,高雄市阿蓮區民權路95、97號,(07)6319789,22.8825934,120.3257069
3542151498,祐民診所,64000240,高雄市路竹區中和街180號,(07)6072211,22.858904,120.257629
3542151514,佳恩小兒科診所,64000240,高雄市路竹區大社路135號,(07)6073355,22.864569,120.263233
3542151532,馨美診所,64000240,高雄市路竹區大社路157號,(07)6074999,22.864929,120.263458
3542151587,蘇玉良診所,64000240,高雄市路竹區大同路326號,(07)6968248,22.858511,120.266572
3542151596,蘇進添小兒科診所,64000240,高雄市路竹區中興路236號,(07)6971769,22.862939,120.262155
3542151658,昭欽診所,64000240,高雄市路竹區183-2號,(07)6953055,22.8675759,120.2849523
3542151676,仁澤診所,64000240,高雄市路竹區國昌路331號,(07)6076000,22.861698,120.255696
3542160184,永健診所,64000250,高雄市湖內區太爺村中正路一段30號,(07)6993870,22.909654,120.226193
3542160264,方舟診所,64000250,高雄市湖內區民權路158號,(07)6935692,22.891082,120.24334
3542161449,富田森林診所,64000250,高雄市湖內區中正路一段59號,(07)6992189,22.909627,120.225739
3542170037,顏診所,64000260,高雄市茄萣區茄萣路一段151號,(07)6901481,22.891353,120.184787
3542170233,施明火診所,64000260,高雄市茄萣區茄萣路一段399號,(07)6900953,22.897012,120.184139
3542170251,忠信診所,64000260,高雄市茄萣區嘉賜里仁愛路三段218號,(07)6901221,22.903287,120.183848
3542171329,友安小兒科診所,64000260,高雄市茄萣區仁愛路二段80、82號,(07)6906933,22.897882,120.184699
3542171338,吳南寬診所,64000260,高雄市茄萣區白砂路257號1樓,(07)6921275,22.913516,120.185132
3542191125,平安診所,64000280,高雄市彌陀區中正路233-1號,(07)6191116,22.784909,120.247488
3542200272,蔡政達診所,64000290,高雄市梓官區廣澤路20號,(07)6173295,22.729493,120.255047
3542201466,梓安診所,64000290,高雄市梓官區中正路71號,(07)6177429,22.731857,120.253486
3542211257,大嘉診所,64000320,高雄市六龜區太平路114號,(07)6895789,22.995201,120.637516
4107320010,和平醫療社團法人進興診所,64000050,高雄市三民區九如一路171號,(07)3869559,22.636812,120.339359
